sub	sup	status	for	against
adventure	logical-relation	single	sumo	
adversity	logical-relation	single	sumo	
advice	expression	single	opencyc	
adviser	logical-relation	single	sumo	
aes	block-cipher	accepted	peter	
affine-geometry	cognition	single	wordnet	
affine-geometry	field-of-study	accepted	sumo wordnet	
affine-geometry	geometry	accepted	claude wordnet	
affine-geometry	logical-relation	single	sumo	
affine-geometry	mathematics	single	wordnet	
affine-geometry	science	single	wordnet	
affine-geometry	signified	single	sumo	
affine-transformation	algebraic-structure	single	wikidata	
affine-transformation	automorphism	dissented	wikidata	
affine-transformation	bijection	accepted	claude wikidata	
affine-transformation	binary-relation	single	wikidata	
affine-transformation	endomorphism	single	wikidata	
affine-transformation	function	accepted	wikidata wordnet	
affine-transformation	homomorphism	single	wikidata	
affine-transformation	isomorphism	single	wikidata	
affine-transformation	logical-relation	single	sumo	
affine-transformation	mathematical-relation	single	wordnet	
affine-transformation	mathematical-set	single	wikidata	
affine-transformation	mathematical-structure	single	wikidata	
affine-transformation	surjective-function	single	wikidata	
affine-transformation	transformation	accepted	claude wordnet	
affinity	logical-relation	single	sumo	
affirmation	expression	single	opencyc	
afternoon	logical-relation	single	sumo	
age	logical-relation	single	sumo	
age-norm	average	accepted	claude wordnet	
age-norm	cognition	single	wordnet	
age-norm	logical-relation	single	sumo	
age-norm	quantity	single	sumo	
age-norm	statistic	single	wordnet	
agitation	logical-relation	single	sumo	
agony	logical-relation	single	sumo	
aids	expression	single	opencyc	
airline	expression	single	opencyc	
algebra	cognition	single	wordnet	
algebra	field-of-study	accepted	sumo wordnet	
algebra	logical-relation	single	sumo	
algebra	mathematics	accepted	claude wordnet	
algebra	science	single	wordnet	
algebra	signified	single	sumo	
algebra-over-a-field	algebraic-structure	single	wikidata	
algebra-over-a-field	mathematical-module	single	wikidata	
algebra-over-a-field	mathematical-ring	accepted	claude wikidata	
algebra-over-a-field	mathematical-structure	single	wikidata	
algebra-over-a-field	module	single	wikidata	
algebra-over-a-field	vector-space	accepted	claude wikidata	
algebraic-magma	algebraic-structure	accepted	claude wikidata	
algebraic-magma	mathematical-structure	single	wikidata	
algebraic-number	algebraic-structure	single	wikidata	
algebraic-number	complex-number	accepted	opencyc wikidata	
algebraic-number	interval	single	opencyc	
algebraic-number	join-semilattice	single	wikidata	
algebraic-number	mathematical-lattice	single	wikidata	
algebraic-number	mathematical-structure	single	wikidata	
algebraic-number	meet-semilattice	single	wikidata	
algebraic-number	number	accepted	opencyc wikidata	
algebraic-number	partially-ordered-set	single	wikidata	
algebraic-number	quaternion	single	wikidata	
algebraic-number	real-number	single	opencyc	
algebraic-number	totally-ordered-set	single	wikidata	
algebraic-structure	concept	accepted	peter	
algebraic-structure	mathematical-structure	accepted	peter wikidata	
algorithm	act	single	wordnet	
algorithm	activity	single	wordnet	
algorithm	event	single	wordnet	
algorithm	expression	single	opencyc	
algorithm	information	single	opencyc	
algorithm	logical-relation	single	sumo	
algorithm	measure	single	sumo	
algorithm	procedure	accepted	peter wordnet	
algorithm	routine	single	sumo	
algorithm	rule.cognition	single	wordnet	
algorithm	signified	single	sumo	
alliance	expression	single	opencyc	
alliance	logical-relation	single	sumo	
allotment	expression	single	opencyc	
allowance	expression	single	opencyc	
aloofness	logical-relation	single	sumo	
alumnus	logical-relation	single	sumo	
amateur	logical-relation	single	sumo	
ambiance	logical-relation	single	sumo	
ambiguity	logical-relation	single	sumo	
ambition	logical-relation	single	sumo	
amphetamine	expression	single	opencyc	
analogue	logical-relation	single	sumo	
analysis-of-variance	cognition	single	wordnet	
analysis-of-variance	field-of-study	single	sumo	
analysis-of-variance	logical-relation	single	sumo	
analysis-of-variance	method	single	wordnet	
analysis-of-variance	multivariate-analysis	accepted	claude wordnet	
analysis-of-variance	signified	single	sumo	
analysis-of-variance	statistical-method	single	wordnet	
analyst	expression	single	opencyc	
analyst	logical-relation	single	sumo	
analytic-geometry	cognition	single	wordnet	
analytic-geometry	field-of-study	accepted	sumo wordnet	
analytic-geometry	geometry	accepted	claude wikidata wordnet	
analytic-geometry	logical-relation	single	sumo	
analytic-geometry	mathematics	accepted	wikidata wordnet	
analytic-geometry	science	single	wordnet	
analytic-geometry	signified	single	sumo	
ancestor	logical-relation	single	sumo	
angel	expression	single	opencyc	
angle	logical-relation	single	sumo	
angle-of-inclination	angle	accepted	claude wordnet	
angle-of-inclination	attribute	single	wordnet	
angle-of-inclination	empty-space	single	wordnet	
angle-of-inclination	logical-relation	single	sumo	
angle-of-inclination	physical-object	single	wordnet	
angle-of-inclination	place	single	wordnet	
angle-of-inclination	quantity	single	sumo	
angle-of-inclination	shape	single	wordnet	
anniversary	logical-relation	single	sumo	
annotation	expression	single	opencyc	
antichain	algebraic-structure	single	wikidata	
antichain	mathematical-set	single	wikidata	
antichain	mathematical-structure	single	wikidata	
antichain	subset	accepted	peter wikidata	
anticipation	logical-relation	single	sumo	
antisymmetric-relation	algebraic-structure	single	wikidata	
antisymmetric-relation	binary-relation	accepted	claude wikidata	
antisymmetric-relation	mathematical-set	single	wikidata	
antisymmetric-relation	mathematical-structure	single	wikidata	
apathy	logical-relation	single	sumo	
appeal	logical-relation	single	sumo	
appearance	logical-relation	single	sumo	
appendix	expression	single	opencyc	
appetite	logical-relation	single	sumo	
applicant	expression	single	opencyc	
applicant	logical-relation	single	sumo	
application	expression	single	opencyc	
application	logical-relation	single	sumo	
appointment	expression	single	opencyc	
appraisal	expression	single	opencyc	
appraisal-report	expression	single	opencyc	
arc-cosecant	function	single	wordnet	
arc-cosecant	logical-relation	single	sumo	
arc-cosecant	mathematical-relation	single	wordnet	
arc-cosecant	trigonometric-function	accepted	claude wordnet	
arc-cosine	function	single	wordnet	
arc-cosine	logical-relation	single	sumo	
arc-cosine	mathematical-relation	single	wordnet	
arc-cosine	trigonometric-function	accepted	claude wordnet	
arc-cotangent	function	single	wordnet	
arc-cotangent	logical-relation	single	sumo	
arc-cotangent	mathematical-relation	single	wordnet	
arc-cotangent	trigonometric-function	accepted	claude wordnet	
arc-secant	function	single	wordnet	
arc-secant	logical-relation	single	sumo	
arc-secant	mathematical-relation	single	wordnet	
arc-secant	trigonometric-function	accepted	claude wordnet	
arc-sine	function	single	wordnet	
arc-sine	logical-relation	single	sumo	
arc-sine	mathematical-relation	single	wordnet	
arc-sine	trigonometric-function	accepted	claude wordnet	
arc-tangent	function	single	wordnet	
arc-tangent	logical-relation	single	sumo	
arc-tangent	mathematical-relation	single	wordnet	
arc-tangent	trigonometric-function	accepted	claude wordnet	
architect	expression	single	opencyc	
architecture	expression	single	opencyc	
architecture	logical-relation	single	sumo	
ardor	logical-relation	single	sumo	
arithmetic	cognition	single	wordnet	
arithmetic	field-of-study	accepted	sumo wordnet	
arithmetic	logical-relation	single	sumo	
arithmetic	mathematics	accepted	claude wordnet	
arithmetic	science	single	wordnet	
arithmetic	signified	single	sumo	
arithmetic-mean	average	single	wordnet	
arithmetic-mean	cognition	single	wordnet	
arithmetic-mean	logical-relation	single	sumo	
arithmetic-mean	mean	accepted	claude wordnet	
arithmetic-mean	statistic	single	wordnet	
arithmetic-operation	accomplishment	single	sumo	
arithmetic-operation	act	accepted	sumo wordnet	
arithmetic-operation	activity	accepted	sumo wordnet	
arithmetic-operation	algebraic-structure	single	wikidata	
arithmetic-operation	binary-relation	single	wikidata	
arithmetic-operation	calculation	single	sumo	
arithmetic-operation	event	accepted	sumo wordnet	
arithmetic-operation	function	single	wikidata	
arithmetic-operation	information	single	sumo	
arithmetic-operation	mathematical-operation	accepted	claude wikidata wordnet	
arithmetic-operation	mathematical-set	single	wikidata	
arithmetic-operation	mathematical-structure	single	wikidata	
arithmetic-operation	phenomenon	single	sumo	
arithmetic-operation	procedure	accepted	sumo wordnet	
arithmetic-operation	universe	single	sumo	
arithmetic-operation	volition	single	sumo	
arithmetic-progression	concept	accepted	peter	
arithmetic-progression	group	dissented	wordnet	
arithmetic-progression	logical-relation	single	sumo	
arity	logical-relation	single	sumo	
arity	number	accepted	peter sumo	
arity	quantity	single	sumo	
army-division	expression	single	opencyc	
arrangement-scheme	logical-relation	single	sumo	
article	algebraic-structure	single	wikidata	
article	expression	single	opencyc	
article	mathematical-set	single	wikidata	
article	mathematical-structure	single	wikidata	
artist	expression	single	opencyc	
aspect	logical-relation	single	sumo	
aspiration	logical-relation	single	sumo	
assistant	expression	single	opencyc	
association	expression	single	opencyc	
astronomy	logical-relation	single	sumo	
asymmetry	attribute	accepted	sumo wordnet	
asymmetry	logical-relation	single	sumo	
asymmetry	property	single	sumo	
asymmetry	shape	single	sumo	
athlete	expression	single	opencyc	
attention	expression	single	opencyc	
attention	logical-relation	single	sumo	
attitude	logical-relation	single	sumo	
attraction	logical-relation	single	sumo	
attribute	logical-relation	single	sumo	
attribute-exploration	algorithm	accepted	peter	
attribute-implication	implication	accepted	peter	
auction	expression	single	opencyc	
auditor	expression	single	opencyc	
augury	logical-relation	single	sumo	
aunt	logical-relation	single	sumo	
authenticated-encryption	encryption	accepted	peter wikidata	
authorities	logical-relation	single	sumo	
automorphism	algebraic-structure	single	wikidata	
automorphism	binary-relation	single	wikidata	
automorphism	endomorphism	accepted	claude wikidata	
automorphism	function	single	wikidata	
automorphism	homomorphism	single	wikidata	
automorphism	isomorphism	accepted	claude wikidata	
automorphism	mathematical-set	single	wikidata	
automorphism	mathematical-structure	single	wikidata	
autonomy	logical-relation	single	sumo	
average	logical-relation	single	sumo	
average	statistic	accepted	claude wordnet	
axiom	context	single	opencyc	
axiom	expression	single	opencyc	
axiom	information	accepted	opencyc sumo wordnet	
axiom	lemma	dissented	wikidata	
axiom	line-of-text	single	sumo	
axiom	phenomenon	single	sumo	
axiom	proposition	accepted	peter wordnet	
axiom	sentence	single	sumo	
axiom	theorem	single	wikidata	
axiom	universe	single	sumo	
axis	manifold	single	opencyc	
bail	logical-relation	single	sumo	
bail-bond	logical-relation	single	sumo	
bait	logical-relation	single	sumo	
balance	logical-relation	single	sumo	
ballet	expression	single	opencyc	
ballot	expression	single	opencyc	
banach-space	mathematical-structure	accepted	claude wikidata	
band	expression	single	opencyc	
bankruptcy	expression	single	opencyc	
banquet	expression	single	opencyc	
bargain	expression	single	opencyc	
bargain	logical-relation	single	sumo	
bark	expression	single	opencyc	
baron	expression	single	opencyc	
barrel-shape	logical-relation	single	sumo	
barter	expression	single	opencyc	
basis	expression	single	opencyc	
basis	logical-relation	single	sumo	
batch	logical-relation	single	sumo	
bayes'-postulate	information	accepted	sumo wordnet	
bayes'-postulate	line-of-text	single	sumo	
bayes'-postulate	phenomenon	single	sumo	
bayes'-postulate	postulate	accepted	claude wordnet	
bayes'-postulate	proposition	accepted	claude wordnet	
bayes'-postulate	sentence	single	sumo	
bayes'-postulate	universe	single	sumo	
bayes'-theorem	cognition	single	wordnet	
bayes'-theorem	idea	accepted	claude wordnet	
bayes'-theorem	logical-relation	single	sumo	
bayes'-theorem	signified	single	sumo	
beam	manifold	single	opencyc	
bearing	logical-relation	single	sumo	
bearing	range-of-a-function	single	sumo	
belief	logical-relation	single	sumo	
belongings	logical-relation	single	sumo	
beneficiary	logical-relation	single	sumo	
benefit	logical-relation	single	sumo	
bernoulli's-law	cognition	single	wordnet	
bernoulli's-law	concept	accepted	claude wordnet	
bernoulli's-law	idea	single	wordnet	
bernoulli's-law	logical-relation	single	sumo	
bernoulli's-law	signified	single	sumo	
betrothal	expression	single	opencyc	
bias	logical-relation	single	sumo	
bible	expression	single	opencyc	
big-o-notation	mathematical-relation	accepted	peter	
bijection	algebraic-structure	single	wikidata	
bijection	binary-relation	single	wikidata	
bijection	function	single	wikidata	
bijection	mathematical-set	single	wikidata	
bijection	mathematical-structure	single	wikidata	
bijection	surjective-function	accepted	claude wikidata	
binary-relation	algebraic-structure	single	wikidata	
binary-relation	mathematical-relation	accepted	peter	
binary-relation	mathematical-set	dissented	wikidata	
binary-relation	mathematical-structure	single	wikidata	
binary-tree	data-structure	accepted	peter wikidata	
binary-tree	directed-acyclic-graph	single	wikidata	
binary-tree	directed-graph	single	wikidata	
binary-tree	graph	single	wikidata	
binary-tree	hypergraph	single	wikidata	
binary-tree	mathematical-graph	single	wikidata	
binary-tree	mathematical-structure	single	wikidata	
binary-tree	polytree	single	wikidata	
binary-tree	rooted-tree	accepted	claude wikidata	
binary-tree	tree-graph	accepted	peter	
binomial	cognition	single	wordnet	
binomial	concept	single	wordnet	
binomial	idea	single	wordnet	
binomial	logical-relation	single	sumo	
binomial	polynomial	accepted	claude wikidata	
binomial	quantity	accepted	sumo wordnet	
binomial-coefficient	number	accepted	peter	
binomial-distribution	cognition	single	wordnet	
binomial-distribution	logical-relation	single	sumo	
binomial-distribution	statistical-distribution	accepted	claude wordnet	
binomial-theorem	information	single	wordnet	
binomial-theorem	logical-relation	single	sumo	
binomial-theorem	proposition	single	wordnet	
binomial-theorem	signified	single	sumo	
binomial-theorem	theorem	accepted	claude wordnet	
biology	logical-relation	single	sumo	
bipartite-graph	graph	single	wikidata	
bipartite-graph	hypergraph	single	wikidata	
bipartite-graph	mathematical-graph	single	wikidata	
bipartite-graph	mathematical-structure	single	wikidata	
bipartite-graph	undirected-graph	accepted	claude wikidata	
biquadratic	function	single	wordnet	
biquadratic	logical-relation	single	sumo	
biquadratic	mathematical-relation	single	wordnet	
biquadratic	polynomial	accepted	claude wordnet	
biquadratic	quantity	single	sumo	
biquadratic-equation	equation	accepted	claude wordnet	
biquadratic-equation	information	single	wordnet	
biquadratic-equation	mathematical-statement	single	wordnet	
birth	expression	single	opencyc	
birthday	logical-relation	single	sumo	
biserial-correlation-coefficient	cognition	single	wordnet	
biserial-correlation-coefficient	correlation-coefficient	accepted	claude wordnet	
biserial-correlation-coefficient	logical-relation	single	sumo	
biserial-correlation-coefficient	parametric-statistic	single	wordnet	
biserial-correlation-coefficient	quantity	single	sumo	
biserial-correlation-coefficient	statistic	single	wordnet	
bit-string	data-structure	accepted	peter wikidata	
blackmail	expression	single	opencyc	
blessing	expression	single	opencyc	
blink-of-an-eye	logical-relation	single	sumo	
block-cipher	algorithm	single	wikidata	
block-cipher	cipher	accepted	peter wikidata	
block-cipher	sign	single	wikidata	
blockchain	book	single	yago	
blockchain	data-structure	accepted	peter wikidata	
blockchain	hash-chain	accepted	peter	
blockchain	information	single	yago	
blockchain	product	single	yago	
bloodshed	expression	single	opencyc	
bloom-filter	data-structure	accepted	peter	
board-of-directors	expression	single	opencyc	
boldness	logical-relation	single	sumo	
boldness	range-of-a-function	single	sumo	
bolt	manifold	single	opencyc	
boolean-algebra	algebraic-magma	single	wikidata	
boolean-algebra	algebraic-structure	single	wikidata	
boolean-algebra	bounded-lattice	single	wikidata	
boolean-algebra	commutative-ring	dissented	wikidata	
boolean-algebra	distributive-lattice	single	wikidata	
boolean-algebra	heyting-algebra	accepted	peter wikidata	
boolean-algebra	join-semilattice	single	wikidata	
boolean-algebra	mathematical-lattice	accepted	claude wikidata	
boolean-algebra	mathematical-module	single	wikidata	
boolean-algebra	mathematical-ring	single	wikidata	
boolean-algebra	mathematical-structure	single	wikidata	
boolean-algebra	meet-semilattice	single	wikidata	
boolean-algebra	module	single	wikidata	
boolean-algebra	monoid	dissented	wikidata	
boolean-algebra	partially-ordered-set	single	wikidata	
boolean-algebra	semigroup	single	wikidata	
boolean-function	algebraic-structure	single	wikidata	
boolean-function	binary-relation	single	wikidata	
boolean-function	function	accepted	claude wikidata	
boolean-function	mathematical-set	single	wikidata	
boolean-function	mathematical-structure	single	wikidata	
boom	logical-relation	single	sumo	
bosom	logical-relation	single	sumo	
boundary-condition	information	single	wordnet	
boundary-condition	logical-relation	single	sumo	
boundary-condition	mathematical-statement	accepted	peter	
boundary-condition	postulate	single	wordnet	
boundary-condition	precondition	accepted	peter wordnet	
boundary-condition	premise	single	wordnet	
boundary-condition	proposition	single	wordnet	
boundary-condition	signified	single	sumo	
bounded-lattice	algebraic-structure	single	wikidata	
bounded-lattice	join-semilattice	single	wikidata	
bounded-lattice	mathematical-lattice	accepted	peter wikidata	
bounded-lattice	mathematical-structure	single	wikidata	
bounded-lattice	meet-semilattice	single	wikidata	
bounded-lattice	partially-ordered-set	single	wikidata	
branch	expression	single	opencyc	
brand	logical-relation	single	sumo	
breakdown	logical-relation	single	sumo	
brewery	expression	single	opencyc	
bride	expression	single	opencyc	
brilliance	logical-relation	single	sumo	
brother	logical-relation	single	sumo	
brute-force-attack	cryptanalysis	accepted	peter	
bubble	manifold	single	opencyc	
budget	logical-relation	single	sumo	
bureaucracy	expression	single	opencyc	
bureaucracy	logical-relation	single	sumo	
bus-ticket	expression	single	opencyc	
businessman	expression	single	opencyc	
businessman	logical-relation	single	sumo	
bustle	logical-relation	single	sumo	
calamity	logical-relation	single	sumo	
calculus	cognition	single	wordnet	
calculus	field-of-study	accepted	sumo wordnet	
calculus	logical-relation	single	sumo	
calculus	mathematics	accepted	claude wordnet	
calculus	science	single	wordnet	
calculus	signified	single	sumo	
calculus-of-variations	calculus	accepted	claude wordnet	
calculus-of-variations	cognition	single	wordnet	
calculus-of-variations	field-of-study	accepted	sumo wordnet	
calculus-of-variations	logical-relation	single	sumo	
calculus-of-variations	mathematics	single	wordnet	
calculus-of-variations	science	single	wordnet	
calculus-of-variations	signified	single	sumo	
calendar	logical-relation	single	sumo	
calendar-month	logical-relation	single	sumo	
call	expression	single	opencyc	
campaign	expression	single	opencyc	
campaigner	logical-relation	single	sumo	
capacity	logical-relation	single	sumo	
capacity	mathematical-structure	dissented	wikidata	
capital-city	expression	single	opencyc	
caprice	logical-relation	single	sumo	
caption	expression	single	opencyc	
card	expression	single	opencyc	
cardinal-number	number	accepted	opencyc wikidata	
cardinal-number	ordinal-number	dissented	wikidata	
cardinal-number	quantity	single	wikidata	
cardinality	algebraic-structure	single	wikidata	
cardinality	binary-relation	single	wikidata	
cardinality	function	dissented	wikidata	
cardinality	invariant	accepted	claude wikidata	
cardinality	logical-relation	single	sumo	
cardinality	mathematical-set	single	wikidata	
cardinality	mathematical-structure	single	wikidata	
cardinality	number	accepted	peter sumo	
cardinality	quantity	single	sumo	
care	expression	single	opencyc	
career	logical-relation	single	sumo	
carriage	logical-relation	single	sumo	
carrot	root	dissented	wikidata	
case	expression	single	opencyc	
cash	expression	single	opencyc	
catalan-number	natural-number	accepted	peter	
catch	logical-relation	single	sumo	
category	logical-relation	single	sumo	
caution	logical-relation	single	sumo	
ceiling.communication	logical-relation	single	sumo	
census	expression	single	opencyc	
certificate	expression	single	opencyc	
challenging-situation	logical-relation	single	sumo	
championship	expression	single	opencyc	
championship	logical-relation	single	sumo	
chaos	logical-relation	single	sumo	
chapter	expression	single	opencyc	
characteristic	algebraic-number	single	wikidata	
characteristic	algebraic-structure	single	wikidata	
characteristic	complex-number	single	wikidata	
characteristic	integer	dissented	wikidata	
characteristic	join-semilattice	single	wikidata	
characteristic	logical-relation	single	sumo	
characteristic	mathematical-lattice	single	wikidata	
characteristic	mathematical-structure	single	wikidata	
characteristic	meet-semilattice	single	wikidata	
characteristic	partially-ordered-set	single	wikidata	
characteristic	quaternion	single	wikidata	
characteristic	rational-number	single	wikidata	
characteristic	real-number	single	wikidata	
characteristic	totally-ordered-set	single	wikidata	
charity	expression	single	opencyc	
charm	algebraic-number	single	wikidata	
charm	algebraic-structure	single	wikidata	
charm	complex-number	single	wikidata	
charm	join-semilattice	single	wikidata	
charm	logical-relation	single	sumo	
charm	mathematical-lattice	single	wikidata	
charm	mathematical-structure	single	wikidata	
charm	meet-semilattice	single	wikidata	
charm	partially-ordered-set	single	wikidata	
charm	quaternion	single	wikidata	
charm	rational-number	single	wikidata	
charm	real-number	single	wikidata	
charm	totally-ordered-set	single	wikidata	
chart	expression	single	opencyc	
charter	expression	single	opencyc	
chemistry	logical-relation	single	sumo	
chief	logical-relation	single	sumo	
childhood	logical-relation	single	sumo	
chord	logical-relation	single	sumo	
church	expression	single	opencyc	
cipher	algorithm	accepted	peter wikidata	
cipher	sign	dissented	wikidata	
ciphertext	information	accepted	peter	
circle	algebraic-structure	single	wikidata	
circle	conic-section	accepted	claude wikidata wordnet	
circle	geometric-shape	accepted	claude wikidata	
circle	locus	single	wikidata	
circle	mathematical-set	single	wikidata	
circle	mathematical-structure	single	wikidata	
circumstance	logical-relation	single	sumo	
citizen	expression	single	opencyc	
city	expression	single	opencyc	
civilian	expression	single	opencyc	
civilisation	logical-relation	single	sumo	
civilization	logical-relation	single	sumo	
class	expression	single	opencyc	
classical-logic	formal-system	accepted	claude wikidata	
classical-logic	mathematical-logic	accepted	peter	
clemency	expression	single	opencyc	
clemency	logical-relation	single	sumo	
climate	logical-relation	single	sumo	
clipping	expression	single	opencyc	
clique	algebraic-structure	single	wikidata	
clique	complete-graph	dissented	wikidata	
clique	connected-graph	single	wikidata	
clique	hypergraph	single	wikidata	
clique	induced-subgraph	dissented	wikidata	
clique	mathematical-graph	single	wikidata	
clique	mathematical-set	single	wikidata	
clique	mathematical-structure	single	wikidata	
clique	subgraph	single	wikidata	
clique	subset	single	wikidata	
clique	undirected-graph	single	wikidata	
clock-time	logical-relation	single	sumo	
closed-interval	interval	accepted	claude wordnet	
closed-interval	logical-relation	single	sumo	
closed-interval	mathematical-set	accepted	sumo wordnet	
closed-interval	subset	single	sumo	
closure-operator	algebraic-structure	single	wikidata	
closure-operator	binary-relation	single	wikidata	
closure-operator	function	single	wikidata	
closure-operator	mathematical-set	single	wikidata	
closure-operator	mathematical-structure	single	wikidata	
closure-operator	monotone-function	accepted	claude wikidata	
closure-operator	operator	accepted	peter	
closure-system	mathematical-set	accepted	peter	
coach	expression	single	opencyc	
coach	logical-relation	single	sumo	
coating	expression	single	opencyc	
code	algorithm	single	wikidata	
code	cipher	dissented	wikidata	
code	logical-relation	single	sumo	
coding-theory	discrete-mathematics	accepted	peter	
coefficient-of-concordance	cognition	single	wordnet	
coefficient-of-concordance	kendall-test	accepted	claude wordnet	
coefficient-of-concordance	logical-relation	single	sumo	
coefficient-of-concordance	nonparametric-statistic	single	wordnet	
coefficient-of-concordance	quantity	single	sumo	
coefficient-of-concordance	statistic	single	wordnet	
cognition	logical-relation	single	sumo	
coin	expression	single	opencyc	
cold	logical-relation	single	sumo	
coldness	logical-relation	single	sumo	
colleague	logical-relation	single	sumo	
college	expression	single	opencyc	
color	logical-relation	single	sumo	
column	expression	single	opencyc	
column.group	logical-relation	single	sumo	
coma	expression	single	opencyc	
combination-combinatorics	concept	accepted	peter	
combinatorial-combination	act	single	wordnet	
combinatorial-combination	activity	single	wordnet	
combinatorial-combination	event	accepted	sumo wordnet	
combinatorial-combination	mathematical-operation	accepted	claude wordnet	
combinatorial-combination	phenomenon	single	sumo	
combinatorial-combination	procedure	single	wordnet	
combinatorics	discrete-mathematics	accepted	peter	
comedy	expression	single	opencyc	
comfort	logical-relation	single	sumo	
comic-strip	expression	single	opencyc	
command	logical-relation	single	sumo	
commencement	logical-relation	single	sumo	
commission	logical-relation	single	sumo	
commitment	logical-relation	single	sumo	
commitment-scheme	cryptographic-protocol	accepted	peter	
committee	expression	single	opencyc	
common-sense	logical-relation	single	sumo	
commutative-ring	algebraic-structure	single	wikidata	
commutative-ring	mathematical-module	dissented	wikidata	
commutative-ring	mathematical-ring	accepted	claude wikidata	
commutative-ring	mathematical-structure	single	wikidata	
commutative-ring	module	dissented	wikidata	
comparison	expression	single	opencyc	
compassion	logical-relation	single	sumo	
compassion	range-of-a-function	single	sumo	
competence	logical-relation	single	sumo	
competition	expression	single	opencyc	
competitive-edge	logical-relation	single	sumo	
competitive-lead	logical-relation	single	sumo	
complete-graph	connected-graph	accepted	claude wikidata	
complete-graph	graph	single	wikidata	
complete-graph	hypergraph	single	wikidata	
complete-graph	mathematical-graph	single	wikidata	
complete-graph	mathematical-structure	single	wikidata	
complete-graph	undirected-graph	single	wikidata	
complete-lattice	algebraic-structure	single	wikidata	
complete-lattice	join-semilattice	single	wikidata	
complete-lattice	mathematical-lattice	accepted	peter wikidata	
complete-lattice	mathematical-structure	single	wikidata	
complete-lattice	meet-semilattice	single	wikidata	
complete-lattice	partially-ordered-set	single	wikidata	
complex-number	algebraic-structure	single	wikidata	
complex-number	join-semilattice	single	wikidata	
complex-number	logical-relation	single	sumo	
complex-number	mathematical-lattice	single	wikidata	
complex-number	mathematical-structure	single	wikidata	
complex-number	meet-semilattice	single	wikidata	
complex-number	number	accepted	opencyc sumo wikidata	
complex-number	partially-ordered-set	single	wikidata	
