sub	sup	status	for	against
baryon	elementary-particle	accepted	sumo wordnet	
baryon	hadron	accepted	claude wordnet	
baryon	material	single	sumo	
baryon	natural-object	single	wordnet	
baryon	particle	single	wordnet	
baryon	phenomenon	single	sumo	
baryon	physical-object	single	wordnet	
baryon	substance	single	sumo	
baryon	universe	single	sumo	
beam-of-light	physical-phenomenon	single	wordnet	
beam-of-light	visible-light	accepted	claude wordnet	
bohr-theory	cognition	single	wordnet	
bohr-theory	scientific-theory	accepted	claude wordnet	
bohr-theory	signified	single	sumo	
bohr-theory	theory	single	wordnet	
bohr-theory	thinking	dissented	wordnet	
bose-einstein-statistics	cognition	single	wordnet	
bose-einstein-statistics	concept	accepted	claude wordnet	
bose-einstein-statistics	idea	single	wordnet	
bose-einstein-statistics	physical-law	accepted	claude wordnet	
bose-einstein-statistics	signified	single	sumo	
bottom-quark	chemical-element	single	sumo	
bottom-quark	elementary-particle	accepted	sumo wordnet	
bottom-quark	material	single	sumo	
bottom-quark	natural-object	single	wordnet	
bottom-quark	particle	single	wordnet	
bottom-quark	phenomenon	single	sumo	
bottom-quark	physical-object	single	wordnet	
bottom-quark	quark	accepted	claude wordnet	
bottom-quark	substance	single	sumo	
bottom-quark	universe	single	sumo	
breeze	physical-phenomenon	single	wordnet	
capacitance	electrical-phenomenon	accepted	claude wordnet	
capacitance	natural-event	dissented	wordnet	
capacitance	phenomenon	single	wordnet	
capacitance	physical-phenomenon	single	wordnet	
capacitance	process	single	wordnet	
capacitance	quantity	single	sumo	
capacitance	vector	single	sumo	
celestial-limb	phenomenon	single	sumo	
celestial-limb	physical-object	single	wordnet	
celestial-limb	place	accepted	sumo wordnet	
celestial-limb	universe	single	sumo	
center-of-buoyancy	centre	accepted	claude wordnet	
center-of-buoyancy	phenomenon	single	sumo	
center-of-buoyancy	physical-object	single	wordnet	
center-of-buoyancy	place	accepted	sumo wordnet	
center-of-buoyancy	universe	single	sumo	
chaotic-system	attribute	single	wordnet	
chaotic-system	dynamical-system	single	wordnet	
chaotic-system	phase-space	single	wordnet	
chaotic-system	signified	single	sumo	
charm-quark	chemical-element	single	sumo	
charm-quark	elementary-particle	accepted	sumo wordnet	
charm-quark	material	single	sumo	
charm-quark	natural-object	single	wordnet	
charm-quark	particle	single	wordnet	
charm-quark	phenomenon	single	sumo	
charm-quark	physical-object	single	wordnet	
charm-quark	quark	accepted	claude wordnet	
charm-quark	substance	single	sumo	
charm-quark	universe	single	sumo	
cloud	physical-phenomenon	accepted	claude wordnet	
cohesion	event	single	sumo	
cohesion	natural-event	dissented	wordnet	
cohesion	phenomenon	accepted	sumo wordnet	
cohesion	physical-phenomenon	accepted	claude wordnet	
cohesion	process	single	wordnet	
collision	blow	single	sumo	
collision	event	accepted	sumo wordnet	
collision	impact	single	sumo	
collision	phenomenon	single	sumo	
collision	visit	single	sumo	
comet-coma	celestial-body	single	sumo	
comet-coma	natural-event	dissented	wordnet	
comet-coma	phenomenon	accepted	sumo wordnet	
comet-coma	physical-phenomenon	dissented	wordnet	
comet-coma	process	single	wordnet	
comet-coma	universe	single	sumo	
comet-nucleus	celestial-body	single	sumo	
comet-nucleus	centre	accepted	claude wordnet	
comet-nucleus	phenomenon	single	sumo	
comet-nucleus	physical-object	single	wordnet	
comet-nucleus	place	single	wordnet	
comet-nucleus	universe	single	sumo	
conjunction	encounter	dissented	wordnet	
conjunction	event	single	wordnet	
conjunction	information	single	opencyc	
conservation-law	cognition	single	wordnet	
conservation-law	concept	single	wordnet	
conservation-law	idea	single	wordnet	
conservation-law	natural-law	single	wordnet	
conservation-law	principle	single	wordnet	
conservation-law	signified	single	sumo	
containment	artifact	accepted	sumo wordnet	
containment	device	single	sumo	
containment	phenomenon	single	sumo	
containment	physical-object	single	wordnet	
containment	universe	single	sumo	
copernican-system	cognition	single	wordnet	
copernican-system	concept	single	wordnet	
copernican-system	hypothesis	single	wordnet	
copernican-system	idea	single	wordnet	
copernican-system	signified	single	sumo	
copernican-system	theoretical-account	single	wordnet	
coriolis-effect	consequence	single	wordnet	
coriolis-effect	phenomenon	accepted	sumo wordnet	
coriolis-effect	process	single	wordnet	
coriolis-force	event	single	sumo	
coriolis-force	natural-event	dissented	wordnet	
coriolis-force	phenomenon	accepted	sumo wordnet	
coriolis-force	physical-phenomenon	accepted	claude wordnet	
coriolis-force	process	single	wordnet	
corpuscular-theory	cognition	single	wordnet	
corpuscular-theory	scientific-theory	accepted	claude wordnet	
corpuscular-theory	signified	single	sumo	
corpuscular-theory	theory	single	wordnet	
corpuscular-theory	thinking	dissented	wordnet	
cosmic-string	chemical-element	single	sumo	
cosmic-string	elementary-particle	accepted	sumo wordnet	
cosmic-string	material	single	sumo	
cosmic-string	natural-object	single	wordnet	
cosmic-string	particle	single	wordnet	
cosmic-string	phenomenon	single	sumo	
cosmic-string	physical-object	single	wordnet	
cosmic-string	substance	single	sumo	
cosmic-string	universe	single	sumo	
culmination	phenomenon	single	sumo	
culmination	physical-object	single	wordnet	
culmination	place	accepted	sumo wordnet	
culmination	universe	single	sumo	
current	electrical-phenomenon	accepted	claude wordnet	
current	physical-phenomenon	single	wordnet	
dalton's-law	cognition	single	wordnet	
dalton's-law	concept	accepted	claude wordnet	
dalton's-law	idea	single	wordnet	
dalton's-law	physical-law	accepted	claude wordnet	
dalton's-law	signified	single	sumo	
daylight	physical-phenomenon	single	wordnet	
daylight	visible-light	accepted	claude wordnet	
declination	angle	accepted	claude wordnet	
declination	attribute	single	wordnet	
declination	empty-space	single	wordnet	
declination	physical-object	single	wordnet	
declination	place	single	wordnet	
declination	quantity	single	sumo	
declination	shape	single	wordnet	
delta-ray	chemical-element	single	sumo	
delta-ray	electron	accepted	sumo wordnet	
delta-ray	elementary-particle	accepted	sumo wordnet	
delta-ray	lepton	single	wordnet	
delta-ray	material	single	sumo	
delta-ray	natural-object	single	wordnet	
delta-ray	particle	single	wordnet	
delta-ray	phenomenon	single	sumo	
delta-ray	physical-object	single	wordnet	
delta-ray	substance	single	sumo	
delta-ray	universe	single	sumo	
diffusion	combination	single	sumo	
diffusion	event	accepted	opencyc sumo	
diffusion	phenomenon	single	sumo	
diffusion	process	accepted	claude wordnet	
diffusion	situation	single	opencyc	
dip	angle	accepted	claude wordnet	
dip	attribute	single	wordnet	
dip	empty-space	single	wordnet	
dip	physical-object	single	wordnet	
dip	place	single	wordnet	
dip	quantity	single	sumo	
dip	shape	single	wordnet	
down-quark	chemical-element	single	sumo	
down-quark	elementary-particle	accepted	sumo wordnet	
down-quark	material	single	sumo	
down-quark	natural-object	single	wordnet	
down-quark	particle	single	wordnet	
down-quark	phenomenon	single	sumo	
down-quark	physical-object	single	wordnet	
down-quark	quark	accepted	claude wordnet	
down-quark	substance	single	sumo	
down-quark	universe	single	sumo	
draught	physical-phenomenon	single	wordnet	
duality	attribute	accepted	sumo wordnet	
duality	property	single	sumo	
dynamical-system	attribute	single	wordnet	
dynamical-system	phase-space	single	wordnet	
dynamical-system	signified	single	sumo	
egress	attribute	single	sumo	
egress	event	accepted	claude wordnet	
egress	property	single	sumo	
electric-charge	electrical-phenomenon	accepted	claude wordnet	
electric-charge	physical-phenomenon	single	wordnet	
electrical-phenomenon	event	single	sumo	
electrical-phenomenon	natural-event	single	wordnet	
electrical-phenomenon	phenomenon	accepted	sumo wordnet	
electrical-phenomenon	physical-phenomenon	accepted	claude wordnet	
electrical-phenomenon	process	single	wordnet	
electricity	physical-phenomenon	accepted	claude wordnet	
electron	elementary-particle	accepted	sumo wordnet	
electron	lepton	accepted	opencyc wordnet	
elementary-particle	chemical-element	single	sumo	
elementary-particle	material	single	sumo	
elementary-particle	natural-object	single	wordnet	
elementary-particle	particle	accepted	peter wordnet	sumo
elementary-particle	phenomenon	single	sumo	
elementary-particle	physical-object	single	wordnet	
elementary-particle	substance	single	sumo	
elementary-particle	universe	single	sumo	
equinoctial-point	phenomenon	single	sumo	
equinoctial-point	physical-object	single	wordnet	
equinoctial-point	place	accepted	sumo wordnet	
equinoctial-point	universe	single	sumo	
fair-weather	physical-phenomenon	single	wordnet	
fermi-dirac-statistics	cognition	single	wordnet	
fermi-dirac-statistics	concept	accepted	claude wordnet	
fermi-dirac-statistics	idea	single	wordnet	
fermi-dirac-statistics	physical-law	accepted	claude wordnet	
fermi-dirac-statistics	signified	single	sumo	
field-theory	cognition	single	wordnet	
field-theory	signified	single	sumo	
field-theory	theory	accepted	claude wordnet	
field-theory	thinking	dissented	wordnet	
flux-density	attribute	single	wordnet	
flux-density	magnitude	accepted	claude wordnet	
flux-density	quantity	single	sumo	
flux-density	vector	single	sumo	
fog	physical-phenomenon	accepted	claude wordnet	
free-electron	chemical-element	single	sumo	
free-electron	electron	accepted	sumo wordnet	
free-electron	elementary-particle	accepted	sumo wordnet	
free-electron	lepton	single	wordnet	
free-electron	material	single	sumo	
free-electron	natural-object	single	wordnet	
free-electron	particle	single	wordnet	
free-electron	phenomenon	single	sumo	
free-electron	physical-object	single	wordnet	
free-electron	substance	single	sumo	
free-electron	universe	single	sumo	
fundamental-interaction	event	single	sumo	
fundamental-interaction	natural-event	accepted	claude wordnet	
fundamental-interaction	phenomenon	accepted	sumo wordnet	
fundamental-interaction	physical-phenomenon	accepted	claude wordnet	
fundamental-interaction	process	single	wordnet	
gay-lussac's-law	cognition	single	wordnet	
gay-lussac's-law	concept	accepted	claude wordnet	
gay-lussac's-law	idea	single	wordnet	
gay-lussac's-law	physical-law	accepted	claude wordnet	
gay-lussac's-law	signified	single	sumo	
glow	physical-phenomenon	single	wordnet	
glow	visible-light	accepted	claude wordnet	
gravitational-accretion	event	single	sumo	
gravitational-accretion	extension.time	single	sumo	
gravitational-accretion	increase	accepted	sumo wordnet	
gravitational-accretion	phenomenon	single	sumo	
gravitational-accretion	process	single	wordnet	
gravitational-mass	attribute	accepted	claude wordnet	
gravitational-mass	quantity	single	sumo	
gravity	physical-phenomenon	single	wordnet	
gravity-wave	event	accepted	sumo wordnet	
gravity-wave	phenomenon	single	sumo	
gravity-wave	wave-motion	accepted	claude wordnet	
ground-state	attribute	accepted	sumo wordnet	
ground-state	property	single	sumo	
ground-state	state	accepted	claude wordnet	
hadron	chemical-element	single	sumo	
hadron	elementary-particle	accepted	sumo wordnet	
hadron	material	single	sumo	
hadron	natural-object	single	wordnet	
hadron	particle	single	wordnet	
hadron	phenomenon	single	sumo	
hadron	physical-object	single	wordnet	
hadron	substance	single	sumo	
hadron	universe	single	sumo	
hodoscope	artifact	accepted	sumo wordnet	
hodoscope	device	accepted	sumo wordnet	
hodoscope	instrument	accepted	claude wordnet	
hodoscope	phenomenon	single	sumo	
hodoscope	physical-object	single	wordnet	
hodoscope	universe	single	sumo	
hooke's-law	cognition	single	wordnet	
hooke's-law	concept	accepted	claude wordnet	
hooke's-law	idea	single	wordnet	
hooke's-law	physical-law	accepted	claude wordnet	
hooke's-law	signified	single	sumo	
hour-angle	angle	accepted	claude wordnet	
hour-angle	attribute	single	wordnet	
hour-angle	empty-space	single	wordnet	
hour-angle	physical-object	single	wordnet	
hour-angle	place	single	wordnet	
hour-angle	quantity	single	sumo	
hour-angle	shape	single	wordnet	
hubble's-law	cognition	single	wordnet	
hubble's-law	concept	accepted	claude wordnet	
hubble's-law	idea	single	wordnet	
hubble's-law	physical-law	accepted	claude wordnet	
hubble's-law	signified	single	sumo	
hydrogen-ion	baryon	single	wordnet	
hydrogen-ion	chemical-element	single	sumo	
hydrogen-ion	elementary-particle	single	wordnet	
hydrogen-ion	hadron	single	wordnet	
hydrogen-ion	material	single	sumo	
hydrogen-ion	natural-object	single	wordnet	
hydrogen-ion	nucleon	single	wordnet	
hydrogen-ion	particle	single	wordnet	
hydrogen-ion	phenomenon	single	sumo	
hydrogen-ion	physical-object	single	wordnet	
hydrogen-ion	proton	accepted	claude wordnet	
hydrogen-ion	substance	single	sumo	
hydrogen-ion	universe	single	sumo	
hyperon	baryon	accepted	claude wordnet	
hyperon	chemical-element	single	sumo	
hyperon	elementary-particle	accepted	sumo wordnet	
hyperon	hadron	single	wordnet	
hyperon	material	single	sumo	
hyperon	natural-object	single	wordnet	
hyperon	particle	single	wordnet	
hyperon	phenomenon	single	sumo	
hyperon	physical-object	single	wordnet	
hyperon	substance	single	sumo	
hyperon	universe	single	sumo	
illuminance	attribute	single	wordnet	
illuminance	luminosity	accepted	claude wordnet	
illuminance	quantity	single	sumo	
illuminance	vector	single	sumo	
illumination-phase	appearance	accepted	claude wordnet	
illumination-phase	attribute	single	wordnet	
illumination-phase	event	single	sumo	
illumination-phase	luminosity	single	sumo	
illumination-phase	phenomenon	single	sumo	
inclination-of-an-orbit	angle	accepted	claude wordnet	
inclination-of-an-orbit	attribute	single	wordnet	
inclination-of-an-orbit	empty-space	single	wordnet	
inclination-of-an-orbit	physical-object	single	wordnet	
inclination-of-an-orbit	place	single	wordnet	
inclination-of-an-orbit	quantity	single	sumo	
inclination-of-an-orbit	shape	single	wordnet	
inductance	electrical-phenomenon	accepted	claude wordnet	
inductance	event	single	sumo	
inductance	natural-event	dissented	wordnet	
inductance	phenomenon	accepted	sumo wordnet	
inductance	physical-phenomenon	single	wordnet	
inductance	process	single	wordnet	
inertia	natural-event	dissented	wordnet	
inertia	phenomenon	single	wordnet	
inertia	physical-phenomenon	accepted	claude wordnet	
inertia	probability	single	sumo	
inertia	process	single	wordnet	
inertial-mass	attribute	accepted	claude wordnet	
inertial-mass	quantity	single	sumo	
inferior-conjunction	conjunction	single	wordnet	
inferior-conjunction	encounter	single	wordnet	
inferior-conjunction	event	single	wordnet	
ingress	attribute	single	sumo	
ingress	event	accepted	claude wordnet	
ingress	property	single	sumo	
j-particle	chemical-element	single	sumo	
j-particle	elementary-particle	accepted	sumo wordnet	
j-particle	hadron	single	wordnet	
j-particle	material	single	sumo	
j-particle	meson	accepted	claude wordnet	
j-particle	natural-object	single	wordnet	
j-particle	particle	single	wordnet	
j-particle	phenomenon	single	sumo	
j-particle	physical-object	single	wordnet	
j-particle	substance	single	sumo	
j-particle	universe	single	sumo	
kaon	chemical-element	single	sumo	
kaon	elementary-particle	accepted	sumo wordnet	
kaon	hadron	single	wordnet	
kaon	material	single	sumo	
kaon	meson	accepted	claude wordnet	
kaon	natural-object	single	wordnet	
kaon	particle	single	wordnet	
kaon	phenomenon	single	sumo	
kaon	physical-object	single	wordnet	
kaon	substance	single	sumo	
kaon	universe	single	sumo	
kepler's-law	cognition	single	wordnet	
kepler's-law	concept	accepted	claude wordnet	
kepler's-law	idea	single	wordnet	
kepler's-law	physical-law	accepted	claude wordnet	
kepler's-law	signified	single	sumo	
kinetic-theory	cognition	single	wordnet	
kinetic-theory	scientific-theory	accepted	claude wordnet	
kinetic-theory	signified	single	sumo	
kinetic-theory	theory	single	wordnet	
kinetic-theory	thinking	dissented	wordnet	
kirchhoff's-laws	cognition	single	wordnet	
kirchhoff's-laws	concept	accepted	claude wordnet	
kirchhoff's-laws	idea	single	wordnet	
kirchhoff's-laws	physical-law	accepted	claude wordnet	
kirchhoff's-laws	signified	single	sumo	
lambda-particle	baryon	single	wordnet	
lambda-particle	chemical-element	single	sumo	
lambda-particle	elementary-particle	accepted	sumo wordnet	
lambda-particle	hadron	single	wordnet	
lambda-particle	hyperon	accepted	claude wordnet	
lambda-particle	material	single	sumo	
lambda-particle	natural-object	single	wordnet	
lambda-particle	particle	single	wordnet	
lambda-particle	phenomenon	single	sumo	
lambda-particle	physical-object	single	wordnet	
lambda-particle	substance	single	sumo	
lambda-particle	universe	single	sumo	
law-of-gravitation	cognition	single	wordnet	
law-of-gravitation	concept	accepted	claude wordnet	
law-of-gravitation	idea	single	wordnet	
law-of-gravitation	physical-law	accepted	claude wordnet	
law-of-gravitation	signified	single	sumo	
law-of-thermodynamics	cognition	single	wordnet	
law-of-thermodynamics	concept	accepted	claude wordnet	
law-of-thermodynamics	idea	single	wordnet	
law-of-thermodynamics	information	single	opencyc	
law-of-thermodynamics	physical-law	accepted	claude wordnet	
law-of-thermodynamics	proposition	single	opencyc	
law-of-thermodynamics	signified	single	sumo	
lepton	chemical-element	single	sumo	
lepton	elementary-particle	accepted	sumo wordnet	
lepton	material	single	sumo	
lepton	natural-object	single	wordnet	
lepton	particle	single	wordnet	
lepton	phenomenon	single	sumo	
lepton	physical-object	single	wordnet	
lepton	substance	single	sumo	
lepton	universe	single	sumo	
libration	consequence	single	wordnet	
libration	event	single	sumo	
libration	influence.phenomenon	single	wordnet	
libration	orbital-variation	single	wordnet	
libration	perturbation	single	wordnet	
libration	phenomenon	accepted	sumo wordnet	
libration	process	single	wordnet	
low	physical-phenomenon	single	wordnet	
luminous-flux	quantity	single	sumo	
luminous-flux	vector	single	sumo	
magnet	artifact	accepted	opencyc wordnet	
magnet	device	accepted	opencyc wordnet	
magnet	physical-object	single	wordnet	
magnetic-dipole-moment	natural-event	dissented	wordnet	
magnetic-dipole-moment	phenomenon	single	wordnet	
magnetic-dipole-moment	physical-phenomenon	accepted	claude wordnet	
magnetic-dipole-moment	process	single	wordnet	
magnetic-dipole-moment	quantity	single	sumo	
magnetic-dipole-moment	vector	single	sumo	
magnetic-flux	quantity	single	sumo	
magnetic-flux	vector	single	sumo	
magnetic-reluctance	electrical-phenomenon	accepted	claude wordnet	
magnetic-reluctance	event	single	sumo	
magnetic-reluctance	natural-event	dissented	wordnet	
magnetic-reluctance	phenomenon	accepted	sumo wordnet	
magnetic-reluctance	physical-phenomenon	single	wordnet	
magnetic-reluctance	process	single	wordnet	
martian-canal	body-of-water	single	wordnet	
martian-canal	phenomenon	single	sumo	
martian-canal	place	single	sumo	
martian-canal	universe	single	sumo	
martian-canal	water-channel	dissented	wordnet	
mass-energy	attribute	accepted	claude wordnet	
mass-energy	quantity	single	sumo	
mass-energy-equivalence	cognition	single	wordnet	
mass-energy-equivalence	concept	single	wordnet	
mass-energy-equivalence	idea	single	wordnet	
mass-energy-equivalence	physical-law	single	wordnet	
mass-energy-equivalence	scientific-principle	accepted	claude wordnet	
mass-energy-equivalence	signified	single	sumo	
maxwell-boltzmann-distribution-law	cognition	single	wordnet	
maxwell-boltzmann-distribution-law	concept	accepted	claude wordnet	
maxwell-boltzmann-distribution-law	idea	single	wordnet	
maxwell-boltzmann-distribution-law	physical-law	accepted	claude wordnet	
maxwell-boltzmann-distribution-law	signified	single	sumo	
mechanical-work	event	single	sumo	
mechanical-work	natural-event	single	wordnet	
mechanical-work	phenomenon	accepted	sumo wordnet	
mechanical-work	physical-phenomenon	accepted	claude wordnet	
mechanical-work	process	single	wordnet	
meniscus	artifact	dissented	wordnet	
meniscus	body-part	single	sumo	
meniscus	material	single	sumo	
meniscus	phenomenon	single	sumo	
meniscus	physical-object	accepted	sumo wordnet	
meniscus	substance	single	sumo	
meniscus	tissue	single	sumo	
meniscus	universe	single	sumo	
meson	chemical-element	single	sumo	
meson	elementary-particle	accepted	sumo wordnet	
meson	hadron	accepted	claude wordnet	
meson	material	single	sumo	
meson	natural-object	single	wordnet	
meson	particle	single	wordnet	
meson	phenomenon	single	sumo	
meson	physical-object	single	wordnet	
meson	substance	single	sumo	
meson	universe	single	sumo	
metastability	amateur	single	sumo	
metastability	ambiance	single	sumo	
metastability	attribute	accepted	sumo wordnet	
metastability	circumstance	single	sumo	
metastability	civilisation	single	sumo	
metastability	crowd	single	sumo	
metastability	custom	single	sumo	
metastability	danger	single	sumo	
metastability	expert	single	sumo	
metastability	freedom	single	sumo	
metastability	hero	single	sumo	
metastability	lap	single	sumo	
metastability	literary-works	single	sumo	
metastability	normal	single	sumo	
metastability	point-of-view	single	sumo	
metastability	practice	single	sumo	
metastability	property	single	sumo	
metastability	society	single	sumo	
metastability	status	single	sumo	
metastability	tension	single	sumo	
metastability	way	single	sumo	
meteoroid	celestial-body	single	sumo	
meteoroid	ground	single	opencyc	
meteoroid	natural-object	accepted	claude wordnet	
meteoroid	phenomenon	single	sumo	
meteoroid	physical-object	single	wordnet	
meteoroid	universe	single	sumo	
mist	physical-phenomenon	single	wordnet	
muon	chemical-element	single	sumo	
muon	elementary-particle	accepted	sumo wordnet	
muon	lepton	accepted	opencyc wordnet	
muon	material	single	sumo	
muon	natural-object	single	wordnet	
muon	particle	single	wordnet	
muon	phenomenon	single	sumo	
muon	physical-object	single	wordnet	
muon	substance	single	sumo	
muon	universe	single	sumo	
neutrino	chemical-element	single	sumo	
neutrino	elementary-particle	accepted	sumo wordnet	
neutrino	lepton	accepted	opencyc wordnet	
neutrino	material	single	sumo	
neutrino	natural-object	single	wordnet	
neutrino	particle	single	wordnet	
neutrino	phenomenon	single	sumo	
neutrino	physical-object	single	wordnet	
neutrino	substance	single	sumo	
neutrino	universe	single	sumo	
neutron	baryon	single	wordnet	
neutron	chemical-element	single	sumo	
neutron	elementary-particle	accepted	sumo wordnet	
neutron	hadron	single	wordnet	
